"A"	"B"	"A0"	"D"	"E"	"F"	"G"	"H"	"I"	"C"	"AA"	"AB"	"AC"
"ATP6V0D1"	31.1111111111111	65	236.571428571429	34.5714285714286	67	0	0	80.3846153846154	35.875	67.9285714285714	23.8	103.285714285714	110.666666666667
"ARID2"	35.3333333333333	20.5714285714286	41.2857142857143	29.5714285714286	6.6	2.75	42.7272727272727	36.4615384615385	3.6875	12.7142857142857	0.4	31.7142857142857	88
"AES"	10.5555555555556	50.4285714285714	10.4285714285714	5.42857142857143	1	11.75	9.63636363636364	12.8461538461538	5.3125	8.21428571428571	15.6	1.42857142857143	22.3333333333333
"ATP1A2"	0	0	0	0	130.7	0	0	0	0	3.5	0	0	0
"ATP13A5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BDKRB2"	0	0	0	0	0	0.625	27.5454545454545	0	0	0	0	0	0
"ADAM23"	0	0.214285714285714	0	0	0	2.125	0	0	0	0	0	0	0
"ATP6V0C"	10	13.3571428571429	4.28571428571429	6	3	0	5.90909090909091	8.23076923076923	9	4.42857142857143	19	10.2857142857143	13
"ADIPOR2"	0	59.4285714285714	0	0	0	0	1.36363636363636	3	0.0625	3.64285714285714	0	0	244.333333333333
"B3GNT5"	0	20.5	0	0	0	0	0	15.6923076923077	2.1875	0	36.2	0	31.3333333333333
"ARIH2"	6.33333333333333	104.285714285714	5.71428571428571	5.85714285714286	60	9.375	0.909090909090909	4.76923076923077	7.375	27.5	1.8	73.2857142857143	0
"C10orf140"	0	9.42857142857143	0	0.285714285714286	0	0	0	0	5.125	6	5.8	3.14285714285714	0
"BDP1"	49.8888888888889	139.071428571429	22.2857142857143	12.3571428571429	29.8	0	43	11.6153846153846	73.0625	38.1428571428571	40.8	0	80.6666666666667
"BDH1"	0	0	0	1.14285714285714	0	0	0	0	0	0	0	0.142857142857143	0
"ACVR1"	0	0	0	2.28571428571429	0	0	0	0.230769230769231	0	0	11	0	0
"AHRR"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C11orf45"	0	0	0	0	0	0	0	0	27.1875	0	0	0	1.66666666666667
"ANKRD17"	60	70.8571428571429	0	84.7857142857143	0.1	0.75	9.90909090909091	133.615384615385	88.5	17.7857142857143	95.6	4.28571428571429	0
"B3GAT2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"APOLD1"	0	0.571428571428571	0	0	24	0	6.36363636363636	0.0769230769230769	0.25	0	0	46.7142857142857	0
"AGK"	84.1111111111111	64.2857142857143	3.57142857142857	6.28571428571429	83.8	78.375	6.45454545454545	3.23076923076923	40.0625	11.0714285714286	6.8	22.2857142857143	3
"AURKAPS1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGAP22"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C10orf136"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACAN"	0	0	0	0	45.9	0	0	0	0	0	0	0	0
"ALMS1"	0	47.5714285714286	0	0.285714285714286	0	10.375	96	0	14.9375	0.714285714285714	0	0	3.33333333333333
"ARHGAP39"	0	0	0	0	0	0	0	0	0	0.0714285714285714	0	0	0
"ATPAF2"	0	0	14.8571428571429	12.6428571428571	0	0	0	0	10.375	4.28571428571429	0	0	0
"BMP1"	0	0	0	0	0	0	0	0	10.25	0	40.2	18.5714285714286	0
"ATP8A2"	0	0	0	0	0	0	9.63636363636364	0	4.3125	0	0	0	0
"AMMECR1L"	0	1.78571428571429	0	2.35714285714286	0	0	6.45454545454545	10.6153846153846	10.1875	0	0	0	0
"ACOXL"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BIN1"	0	0	0	18	10.4	1.875	0.0909090909090909	0	0	0.928571428571429	0.2	0	0
"C16orf48"	7.66666666666667	6.14285714285714	0	49.5714285714286	0	0	0.272727272727273	44.4615384615385	5.625	0	0	0	0
"C10orf26"	14.1111111111111	6.71428571428571	0	8.64285714285714	0.5	12.5	4	2.23076923076923	2.0625	62.9285714285714	0	12.1428571428571	0
"BTBD7"	0.666666666666667	24.1428571428571	0	4.07142857142857	8	0.25	82.9090909090909	26.3846153846154	57.8125	27.2142857142857	1.2	0	13
"ABCA3"	0.111111111111111	1.64285714285714	0	0	0	0	0	0	0	0	0	3.71428571428571	81
"ACVR2A"	29.8888888888889	54.2142857142857	52	3.5	0.1	132.25	10.0909090909091	10.7692307692308	65.3125	26.5714285714286	28.4	0	0
"BARHL2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AFF1"	19.4444444444444	59.3571428571429	2.14285714285714	22.7142857142857	0	0.25	0	10.6923076923077	34.1875	34	2.4	30.8571428571429	0
"ALDH1A3"	0	0	0	0	0	0	0	0	0	74.5714285714286	0	0	0
"BFSP1"	0	0	0	0	0	0	0	0	3.875	0	0	0	0
"AP1M2"	29.2222222222222	18.8571428571429	0	71.8571428571429	0	0	0	53.8461538461538	22.3125	0	54.4	0	75.3333333333333
"ATF5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BPIFB6"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BUD31"	65.8888888888889	148.714285714286	66.4285714285714	59	78	2	70.1818181818182	120.538461538462	54.3125	82.0714285714286	9.4	55.4285714285714	142.666666666667
"ANAPC5"	28.7777777777778	82.4285714285714	133.285714285714	90.1428571428571	62.6	0	0	107.923076923077	28.1875	60.0714285714286	0	65	0
"BST2"	0	0	8.85714285714286	0	67.4	0	0	0	0.0625	38.8571428571429	0	5.14285714285714	0
"AARSD1"	58.8888888888889	52.7857142857143	152.571428571429	5.64285714285714	0	0	0	12.3846153846154	9.8125	26.2857142857143	0	0	85.6666666666667
"BPIFA4P"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASTE1"	38.3333333333333	0	0	3.64285714285714	0	0	62	26.1538461538462	13	35	0	20.1428571428571	0
"BMI1"	0	6.07142857142857	0	0	0	0	0	0	0	1.14285714285714	0	0	0
"ACADL"	0	0	0	0	0	0	0	0	23.0625	0	0	0	0
"APOD"	0	0	0	0	0	148.375	0	0	0	67.9285714285714	0	13.1428571428571	0
"AXIN1"	0	16.3571428571429	0	1.5	0	0	0	1.38461538461538	9.75	0	0	7.57142857142857	0
"AGXT2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ABCA17P"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AP2S1"	24	73.5714285714286	79	56.5714285714286	54.6	4.125	85.7272727272727	56.0769230769231	28.125	60.7857142857143	46	135.428571428571	93.6666666666667
"C10orf62"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATP5O"	371.777777777778	582.714285714286	337.571428571429	213.571428571429	193.2	5.875	245.818181818182	251.461538461538	318.625	116.571428571429	252.2	445.285714285714	252
"AP3B1"	201.111111111111	0.428571428571429	114.428571428571	12.5	0	1.25	0	0.692307692307692	19.8125	80	0	9.42857142857143	0
"ALPP"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARHGEF11"	0	0	0	1.5	0	1	0	0	0	7.71428571428571	6.4	0	0
"BCAR3"	5.66666666666667	22.0714285714286	0	0	0	0	14.1818181818182	0	0	0	0	0	0
"BTNL8"	0	0	0	0	0	0	0	0	0	0	0	0	0
"APEH"	20.8888888888889	54.6428571428571	0	13.5714285714286	0	9.625	0	5.38461538461539	1.1875	0	8	102.857142857143	5.33333333333333
"BAG3"	0	0	0	0	0	0.125	0	0	0	0	0	0	0
"ANKRD6"	5.11111111111111	0	0	0	0	0	0	0	3.375	2	0	0.285714285714286	0
"AP4S1"	0	0	0	0	0	0	50.3636363636364	0	0	0.0714285714285714	0	0	0
"BTN2A1"	0	12.8571428571429	0	6.35714285714286	0	0	0	0	4.625	0	0	22	0
"B4GALT1"	0.111111111111111	0.0714285714285714	0.285714285714286	14.3571428571429	2.1	4.375	7	0.307692307692308	4.5	7	0.2	0	0
"BAX"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANO3"	0	0	0	0	0	0	0	0	0	0	96.8	0	0
"AMY2A"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AKIP1"	52.4444444444444	41.2857142857143	74.7142857142857	9.28571428571429	0	107.625	0	4.07692307692308	13.5625	0	15.4	26.7142857142857	0
"AMBP"	0	0	0	375.285714285714	0	0	0	261.923076923077	79.625	0	0	0	0
"ALG13"	10.8888888888889	37.9285714285714	0	22.4285714285714	0	14.875	0	12.6923076923077	10.9375	14.2142857142857	7.6	0	58
"APOBEC4"	0	2.07142857142857	0	0	0	0	0	0	0	0	0	0	0
"BCAM"	0	0.357142857142857	0	0.285714285714286	0.1	0	0.181818181818182	0	0	0	1	0	0
"ARMC8"	27.8888888888889	104.785714285714	7.42857142857143	68.2857142857143	157.1	0	0	3.30769230769231	33.625	1.85714285714286	271.4	0	0
"ACPL2"	17.5555555555556	23.7142857142857	0	30.8571428571429	0.2	0	0	30.7692307692308	30.5625	119.071428571429	0	110.857142857143	0
"ADAT3"	0	0	0	0.357142857142857	0	0	0	0	3.25	0	0	0	0
"ADAM10"	12.4444444444444	13.4285714285714	5.71428571428571	10.4285714285714	0	10.125	2.72727272727273	3.76923076923077	3.75	24.0714285714286	49.4	2.85714285714286	0
"ATG10"	28	0.0714285714285714	0	56	0	74.125	0.272727272727273	13.5384615384615	39.9375	1.21428571428571	0	23.5714285714286	102.666666666667
"BBS5"	0	4.78571428571429	0	0	0	0	0	4.15384615384615	20.3125	0	0.2	0	0
"C10orf32-AS3MT"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTN4"	0.555555555555556	0.428571428571429	0	0	8.7	8.125	9.09090909090909	0.307692307692308	0.1875	1.42857142857143	9.8	5	0
"ASAH2B"	0.111111111111111	0	0	1.64285714285714	0	0	0	0	0	0	0	0	0
"AKNAD1"	0	0	0	0	0	0	0	0	0	4.85714285714286	0	0	0
"C10orf114"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AZI1"	1.44444444444444	1.14285714285714	0	0	0	0	0	0	0	0	0	0	0
"AIG1"	23.6666666666667	50.0714285714286	105.857142857143	26.1428571428571	45.4	23.875	0	17.3846153846154	30.4375	45.5	0.6	9.85714285714286	160.666666666667
"AEBP2"	31.7777777777778	8.57142857142857	40.5714285714286	9.85714285714286	81.1	0	24.5454545454545	16.4615384615385	0.6875	20.2142857142857	27	51.1428571428571	0
"C15orf50"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACIN1"	19	11.6428571428571	0	11.6428571428571	0.1	3.25	16.4545454545455	1.84615384615385	17.25	0	0	33	0
"C11orf68"	0	3	0	1.21428571428571	0	0	12.9090909090909	0	0	1.78571428571429	0	0	0
"C16orf87"	53.2222222222222	42.1428571428571	0	0.571428571428571	0	0	0	13.6153846153846	26.9375	0	97.6	0.142857142857143	0
"ALDH6A1"	60.1111111111111	0	0	17.8571428571429	0	0	0	0	0	20.2857142857143	0	18.2857142857143	0
"C12orf77"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARSA"	0	16.7142857142857	0	0.5	0	0	0	0	4.1875	0	1	0	76
"C16orf52"	0	20.8571428571429	0	1.57142857142857	0	0	56	0	0.1875	0	0	0	0
"ATR"	7.11111111111111	35.6428571428571	0	5.21428571428571	0	0	17.6363636363636	26.5384615384615	1	0	60.8	120.857142857143	0
"ATXN3"	2.66666666666667	0	0	10.3571428571429	3.1	31	0	16.3076923076923	39.875	0	17.2	0.142857142857143	0.333333333333333
"APOBEC3F"	3.33333333333333	6.14285714285714	0	5.78571428571429	0.2	0	0	0	0	0	0	0.571428571428571	7.33333333333333
"C17orf102"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ANXA5"	215.444444444444	269.714285714286	102.142857142857	271.142857142857	127	112.375	63.7272727272727	394.384615384615	231.8125	412.5	99.8	221.428571428571	429.333333333333
"ARMC1"	2.11111111111111	36.5714285714286	8.71428571428571	54.5714285714286	34.2	0	0	50.6923076923077	79.125	0.357142857142857	18	0	0
"ACCN3"	0	3.64285714285714	0	0	0	0	0	0	0	0	0	0	0
"ANKRD62P1-PARP4P3"	0	0	0	0	0	0	0.545454545454545	0	0	0	0	0	0
"BAMBI"	0	54.5714285714286	0.428571428571429	2.92857142857143	3.3	0	0	0.307692307692308	11	0	76.4	0	66
"ARAP1"	31.8888888888889	37.7857142857143	0.857142857142857	0.928571428571429	51.3	10.625	0	0	0	1.92857142857143	37.6	0	0
"ARPP19"	59.1111111111111	98.0714285714286	0	30.0714285714286	15.4	48.25	4	52.5384615384615	47.875	74.6428571428571	173	5.14285714285714	155
"ACCN4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C10orf35"	10.3333333333333	29	0	0.857142857142857	0	0	0	5.76923076923077	0	0	0	0	6
"C11orf80"	2.11111111111111	33.5714285714286	0	2.92857142857143	0	13.25	0	13.6923076923077	0	6.35714285714286	0	23.2857142857143	0
"AGPAT3"	0.222222222222222	0	0	1.07142857142857	0	0	4.36363636363636	6.07692307692308	0.125	87	0.6	0	0
"ADAMTSL4"	0	0	5.28571428571429	0	0	16.25	0	0	0	15.6428571428571	0	0	0
"C11orf61"	0.333333333333333	0	93.8571428571429	26.2142857142857	0	0.375	0	10.8461538461538	0	0	4.6	0	0
"AMHR2"	0	0	0	0.714285714285714	0	0	0	0	20	0	0	0	0
"ANKRD22"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ALDH1L2"	0	0	0	0	0	0	0	0	0	6.35714285714286	0	0	0
"BDNF-AS1"	0	0	0	0.714285714285714	0	0.125	0	0	0	0	3.8	0	0
"ACO2"	0	0	0	10	10.1	0	64.1818181818182	11.8461538461538	0	0	28.4	67.4285714285714	0
"ABHD2"	3.55555555555556	0.642857142857143	0	13.1428571428571	20.9	19.125	55.1818181818182	1.53846153846154	2.25	0	84.6	86.1428571428571	49.3333333333333
"ASCL2"	3.44444444444444	0	0	0	0	0	0	0	9.1875	0	14.4	0	0
"AWAT1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTN1"	0	0	16	0.428571428571429	40	3.25	0	0	0	9	0	22.2857142857143	12.6666666666667
"AQP11"	12.1111111111111	0	0	10.8571428571429	0	0	0	0	0	0	0	0	0
"ANKRD16"	0	0	0	2.71428571428571	0.1	0	0	2.15384615384615	3.0625	32.9285714285714	0	0	0
"AK3"	21	62.2142857142857	59.7142857142857	25.4285714285714	121.5	5.875	0	121.461538461538	53.125	0.0714285714285714	0	28.8571428571429	0
"ATP2B2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AVPR1A"	0	0	0	0	81.2	0	0	0	0	0	0	0	0
"AA06"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARG1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADIPOR1"	187.333333333333	66.7142857142857	130.285714285714	52.1428571428571	55.1	0	15.7272727272727	44.6153846153846	98.875	0	75.2	0	43.6666666666667
"BCDIN3D"	7.77777777777778	0	0	8	0	6.25	0	0	4.1875	0.0714285714285714	0	0	0
"BET1L"	0	2.28571428571429	0	32.7857142857143	12.4	35.75	3.90909090909091	7.76923076923077	7.4375	0	15.8	0.142857142857143	9
"BICD2"	0	0.142857142857143	0	2.57142857142857	0	0	0	0	8.25	0	0	64.2857142857143	0
"AMBRA1"	0	0	0	2.42857142857143	0	0.5	0	0	0	0	0	0	0
"BRI3"	13.8888888888889	11.9285714285714	74	3.71428571428571	34.3	24.75	74.8181818181818	21.6923076923077	9.6875	24.7142857142857	24.8	0	16.3333333333333
"AKAP5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C14orf165"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C12orf53"	0	0	42.8571428571429	0	0	0	0	0	0	0	0	0.714285714285714	0
"BLID"	0	0	0	0	0	0	0	0	0	39.7142857142857	0	0	0
"ALS2CL"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACBD6"	31.2222222222222	39.1428571428571	0	19.3571428571429	29.3	0	0	6.30769230769231	24.375	30.6428571428571	38.8	0	0
"ABP1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C15orf29"	22.7777777777778	5.64285714285714	0	9.64285714285714	39.1	17.375	108.272727272727	46.3846153846154	38.6875	25.7857142857143	11	0	127.666666666667
"ADAM15"	0	0	0	0	0	0	16.1818181818182	0	0.375	0	1.4	21.8571428571429	0
"BPTF"	116.888888888889	51.9285714285714	16.2857142857143	56.7142857142857	130	0.125	193.272727272727	84.1538461538462	30.8125	60.7142857142857	95.8	0.142857142857143	182.666666666667
"ADAM28"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BCS1L"	46.2222222222222	28.4285714285714	0	4.14285714285714	23.8	7.625	0	41.7692307692308	0	0	0	71.4285714285714	0
"BLOC1S1"	13.5555555555556	13.2142857142857	22.7142857142857	7.92857142857143	57.2	7	8.54545454545454	19.2307692307692	24.125	10.4285714285714	10	26.8571428571429	13
"C10orf2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BHLHA9"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ARSB"	5.44444444444444	1.71428571428571	0.428571428571429	0.285714285714286	0.8	1.125	2.81818181818182	0.307692307692308	2.375	7.07142857142857	0.8	0	0
"ATP8A1"	16.4444444444444	32.7142857142857	0	0	0	0	24.4545454545455	11.4615384615385	2.625	0	4.8	0	0
"ABHD14A"	64.7777777777778	56.7142857142857	84.1428571428571	35.6428571428571	19.8	0	44.8181818181818	47.3076923076923	42.75	17.2142857142857	98.8	0	136.333333333333
"C14orf43"	14.8888888888889	9.5	24.2857142857143	6.07142857142857	49.1	63.125	12.8181818181818	42.3846153846154	14.5	26.1428571428571	23.4	27.4285714285714	83.3333333333333
"ANKRD33B"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASUN"	0.222222222222222	12.8571428571429	0	2.07142857142857	0	0	0	0	25.8125	16	58.4	0	41
"ATF6"	12.8888888888889	106.071428571429	0	68.7142857142857	143.2	10.25	108.545454545455	43.1538461538462	66.375	6	15.2	53.7142857142857	0
"C14orf126"	0.222222222222222	0	0	3.28571428571429	34.1	11.625	0	8.07692307692308	15.375	4.5	0	0	0
"ATP5J2"	64.2222222222222	102	40.4285714285714	66	90.9	4.125	57.8181818181818	54.3076923076923	59	24.3571428571429	57.4	81.4285714285714	90.3333333333333
"AATF"	6.44444444444444	0	0	0	0	18.625	0	0	0	24.6428571428571	0	0	0
"AMOTL2"	0	0.0714285714285714	95.2857142857143	0.357142857142857	0	42.875	0	9.69230769230769	11.9375	0	0	39	0
"BCAP31"	108.555555555556	113.857142857143	55.8571428571429	196.642857142857	13.9	64.25	73.2727272727273	35.6153846153846	88.8125	83.7142857142857	45.8	0	0
"ABCG5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"AKR7A2P1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ADIG"	0	0	0	0	0	0	0	0	0	0	0	0	0
"ATG5"	89.6666666666667	51.9285714285714	0	12.2857142857143	0	0.5	0	60.0769230769231	49.75	0	6	0	95.3333333333333
"ARID1A"	31.7777777777778	71.9285714285714	35.5714285714286	57.2857142857143	13.5	31	3.36363636363636	46	58.8125	40.0714285714286	28.6	57.8571428571429	52.3333333333333
"BOK-AS1"	0	0	0	0	0	0	0	0	0	0	0	0	0
